idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
8194;26243;2007-06-14;0
8198;27174;2007-05-15;1
8199;27855;2007-07-05;0
8202;23274;2007-04-11;1
8212;18780;2007-06-24;0
8214;25540;2007-05-28;0
8221;19230;2007-05-26;0
8224;27505;2007-06-11;0
8226;26706;2007-05-26;0
8232;22276;2007-05-08;1
8233;20800;2007-06-23;0
8234;21956;2007-06-16;0
8239;19297;2007-05-07;1
8241;22131;2007-04-16;1
8243;28458;2007-07-09;0
8246;18954;2007-06-25;0
8251;26673;2007-04-14;1
8252;27445;2007-05-05;1
8254;27613;2007-04-03;1
8255;25136;2007-04-15;1
8264;28458;2007-06-07;0
8265;18644;2007-05-27;0
8266;24052;2007-06-09;0
8267;26618;2007-04-02;1
8273;27504;2007-06-07;0
8278;26322;2007-06-25;0
8282;26249;2007-05-06;1
8283;19200;2007-04-13;1
8284;27323;2007-07-08;0
8288;21825;2007-06-22;0
8289;25458;2007-06-02;0
8291;19358;2007-05-18;1
8292;22524;2007-05-02;1
8293;21091;2007-06-07;0
8296;20593;2007-06-12;0
8298;28637;2007-05-04;1
8299;19876;2007-06-25;0
8300;22195;2007-06-03;0
8301;20974;2007-06-25;0
8303;24017;2007-05-14;1
8306;23446;2007-04-06;1
8307;28578;2007-06-06;0
8309;20864;2007-04-25;1
8310;22079;2007-04-07;1
8311;27675;2007-04-16;1
8313;27995;2007-05-19;1
8314;23528;2007-06-13;0
8315;28477;2007-04-23;1
8319;20351;2007-05-08;1
8328;23462;2007-04-26;1
8329;23304;2007-05-27;0
8331;26074;2007-05-23;0
8335;22937;2007-04-21;1
8339;27125;2007-06-24;0
8347;23166;2007-06-23;0
8348;26200;2007-07-04;0
8350;28255;2007-07-04;0
8352;22391;2007-06-05;0
8360;18352;2007-05-01;1
8365;24643;2007-05-25;0
8366;20625;2007-06-23;0
8383;19259;2007-04-04;1
8384;23686;2007-06-02;0
8387;27401;2007-05-06;1
8388;19370;2007-05-10;1
8391;26527;2007-05-05;1
8392;21912;2007-04-02;1
8397;19243;2007-05-25;0
8398;23530;2007-05-12;1
8401;18397;2007-05-23;0
8403;25609;2007-05-13;1
8404;18658;2007-04-20;1
8405;22118;2007-07-01;0
8409;26094;2007-04-02;1
8413;25697;2007-06-29;0
8414;20682;2007-04-19;1
8416;28097;2007-04-20;1
8420;20960;2007-06-07;0
8421;21862;2007-05-19;1
8422;20844;2007-05-30;0
8424;22474;2007-07-09;0
8435;20822;2007-05-15;1
8441;23310;2007-04-30;1
8442;26165;2007-05-20;1
8443;21913;2007-05-09;1
8445;23042;2007-05-16;1
8446;20094;2007-05-30;0
8447;24853;2007-04-13;1
8451;23567;2007-06-25;0
8453;22639;2007-06-27;0
8456;26190;2007-07-02;0
8461;27649;2007-04-26;1
8463;23449;2007-05-06;1
8468;24971;2007-05-24;0
8469;28498;2007-06-14;0
8470;26587;2007-05-06;1
8474;27648;2007-05-24;0
8475;26288;2007-05-10;1
8476;24334;2007-07-09;0
8477;27568;2007-04-22;1
8479;28069;2007-05-26;0
8480;24837;2007-04-11;1
8482;22938;2007-04-20;1
8483;26866;2007-04-28;1
8490;23270;2007-05-23;0
8491;26766;2007-05-07;1
8493;26875;2007-05-06;1
8494;20953;2007-06-21;0
8496;18905;2007-04-26;1
8499;21599;2007-04-04;1
8500;19631;2007-05-27;0
8502;28519;2007-05-29;0
8508;23628;2007-05-05;1
8510;22253;2007-04-19;1
8511;27259;2007-06-11;0
8515;21243;2007-07-08;0
8520;23942;2007-05-31;0
8525;28459;2007-07-09;0
8526;27387;2007-05-24;0
8528;24295;2007-06-01;0
8529;24779;2007-06-17;0
8531;21618;2007-06-24;0
8532;22916;2007-05-18;1
8538;18438;2007-05-06;1
8542;19947;2007-07-07;0
8543;27427;2007-06-16;0
8545;24648;2007-06-20;0
8546;20546;2007-06-23;0
8548;20711;2007-07-05;0
8549;28347;2007-06-22;0
8550;26796;2007-06-10;0
8554;26294;2007-05-13;1
8556;28618;2007-04-03;1
8560;19201;2007-06-12;0
8561;22656;2007-04-13;1
8563;27486;2007-05-27;0
8567;27718;2007-05-22;0
8568;23903;2007-06-29;0
8569;26226;2007-04-25;1
8571;20537;2007-05-05;1
8574;27766;2007-07-01;0
8575;20209;2007-06-16;0
8576;25803;2007-05-31;0
8578;24395;2007-05-03;1
8582;23582;2007-04-25;1
8583;24585;2007-06-18;0
8584;26621;2007-04-09;1
8585;23293;2007-06-07;0
8587;21621;2007-06-25;0
8594;25377;2007-04-12;1
8597;21098;2007-05-12;1
8600;20305;2007-05-27;0
8601;21466;2007-05-03;1
8603;23122;2007-06-12;0
8604;23872;2007-04-18;1
8606;24991;2007-04-06;1
8612;19205;2007-07-03;0
8613;24317;2007-06-24;0
8616;27711;2007-06-27;0
8617;21485;2007-06-01;0
8620;20813;2007-05-09;1
8639;20363;2007-06-10;0
8640;26939;2007-06-03;0
8641;26193;2007-05-20;1
8642;19455;2007-04-16;1
8645;26107;2007-04-29;1
8649;24161;2007-04-18;1
8651;22090;2007-06-23;0
8652;20233;2007-07-01;0
8654;24990;2007-05-02;1
8657;24790;2007-07-05;0
8659;21203;2007-05-28;0
8660;22273;2007-05-21;0
8661;18446;2007-04-07;1
8670;26006;2007-04-02;1
8671;27251;2007-05-06;1
8672;20773;2007-07-09;0
8675;23257;2007-06-28;0
8676;20542;2007-04-27;1
8679;20161;2007-06-22;0
8680;20069;2007-05-17;1
8682;26047;2007-05-02;1
8687;26666;2007-05-16;1
8692;23606;2007-06-29;0
8694;26727;2007-04-22;1
8696;20803;2007-05-06;1
8699;28555;2007-05-11;1
8701;27902;2007-06-22;0
8703;23524;2007-06-18;0
8704;26793;2007-04-17;1
8715;21883;2007-04-28;1
8716;21036;2007-06-14;0
8717;24036;2007-07-08;0
8723;26800;2007-05-01;1
8725;18311;2007-04-05;1
8735;20804;2007-06-03;0
8736;23560;2007-05-30;0
8739;22532;2007-06-11;0
8744;20201;2007-06-18;0
8745;23464;2007-04-06;1
8751;25405;2007-05-07;1
8752;28012;2007-07-04;0
8756;26805;2007-06-25;0
8758;21130;2007-05-04;1
8764;27917;2007-06-28;0
8767;18508;2007-06-16;0
8770;26960;2007-06-08;0
8771;18513;2007-04-23;1
8776;28619;2007-07-08;0
8777;20590;2007-04-08;1
8781;22645;2007-05-07;1
8784;21107;2007-04-13;1
8787;27311;2007-06-12;0
8790;22637;2007-06-18;0
8795;21808;2007-06-16;0
8800;18694;2007-04-07;1
8803;26683;2007-05-16;1
8805;26220;2007-06-02;0
8809;26859;2007-06-06;0
8814;19133;2007-05-12;1
8817;22474;2007-07-01;0
8819;22231;2007-06-10;0
8828;27921;2007-05-02;1
8831;20650;2007-04-10;1
8836;21876;2007-06-27;0
8838;28322;2007-05-11;1
8839;23524;2007-05-21;0
8840;21120;2007-06-21;0
8841;28525;2007-06-12;0
8842;20860;2007-04-26;1
8847;25107;2007-04-29;1
8849;27420;2007-04-23;1
8852;24009;2007-06-13;0
8856;25705;2007-04-25;1
8857;23594;2007-05-29;0
8859;24454;2007-06-20;0
8863;21124;2007-07-09;0
8866;24128;2007-06-14;0
8868;24686;2007-05-27;0
8870;21633;2007-04-20;1
8872;22789;2007-05-22;0
8879;27184;2007-06-10;0
8880;23792;2007-04-07;1
8882;24629;2007-06-06;0
8886;25278;2007-05-06;1
8887;23090;2007-06-11;0
8891;26919;2007-04-30;1
8892;24490;2007-06-23;0
8897;28373;2007-04-27;1
8898;20861;2007-05-03;1
8899;19580;2007-06-29;0
8900;20931;2007-04-27;1
8910;27361;2007-06-17;0
8911;19221;2007-06-09;0
8912;18773;2007-07-06;0
8922;23613;2007-06-02;0
8923;19772;2007-07-09;0
8925;23351;2007-06-29;0
8927;18922;2007-07-02;0
8935;19844;2007-06-26;0
8937;23371;2007-05-15;1
8938;23350;2007-04-08;1
8939;26575;2007-07-04;0
8940;18691;2007-05-10;1
8941;18980;2007-04-30;1
8945;19883;2007-04-25;1
8951;26080;2007-06-15;0
8955;19893;2007-04-23;1
8960;26275;2007-04-18;1
8961;23704;2007-04-25;1
8962;23013;2007-04-30;1
8970;22770;2007-06-23;0
8972;20578;2007-06-27;0
8973;19312;2007-05-20;1
8974;20583;2007-05-22;0
8975;23068;2007-06-13;0
8976;21748;2007-06-16;0
8977;20246;2007-07-05;0
8981;25616;2007-06-06;0
8992;23246;2007-05-25;0
8995;23624;2007-04-17;1
8996;24605;2007-04-02;1
8998;22505;2007-04-19;1
8999;21607;2007-06-18;0
9003;22387;2007-07-05;0
9005;23406;2007-06-25;0
9007;20449;2007-05-05;1
9008;18279;2007-06-30;0
9010;26783;2007-05-17;1
9012;24345;2007-05-23;0
9013;18875;2007-06-22;0
9014;24508;2007-05-28;0
9018;26234;2007-06-22;0
9022;25822;2007-05-07;1
9023;20556;2007-05-07;1
9024;27223;2007-05-29;0
9025;20466;2007-05-23;0
9026;19024;2007-05-31;0
9028;19013;2007-06-10;0
9029;25596;2007-05-07;1
9030;27101;2007-06-13;0
9032;26378;2007-06-18;0
9033;20610;2007-05-12;1
9034;23602;2007-05-01;1
9036;21209;2007-05-18;1
9037;21967;2007-04-13;1
9043;24607;2007-06-14;0
9045;22143;2007-06-09;0
9049;28277;2007-04-30;1
9053;19323;2007-05-08;1
9058;23802;2007-05-08;1
9061;25837;2007-07-03;0
9063;21320;2007-05-26;0
9066;19625;2007-06-22;0
9068;23911;2007-05-23;0
9075;27641;2007-05-17;1
9082;20535;2007-05-28;0
9083;19373;2007-05-12;1
9092;26803;2007-06-15;0
9093;20468;2007-06-22;0
9097;21713;2007-05-06;1
9104;20189;2007-04-27;1
9107;20370;2007-07-04;0
9110;27470;2007-05-08;1
9113;18721;2007-05-19;1
9115;18367;2007-05-09;1
9119;28267;2007-04-14;1
9122;23163;2007-05-13;1
9125;28004;2007-05-11;1
9129;27388;2007-04-16;1
9131;22092;2007-05-12;1
9132;18522;2007-04-28;1
9133;26276;2007-06-03;0
9138;27822;2007-04-17;1
9142;18735;2007-04-07;1
9143;25450;2007-05-14;1
9146;28576;2007-05-09;1
9148;20234;2007-06-26;0
9150;26952;2007-05-21;0
9151;27705;2007-06-15;0
9155;18584;2007-05-16;1
9157;23428;2007-06-24;0
9158;25809;2007-06-29;0
9159;20823;2007-06-25;0
9161;23482;2007-04-21;1
9164;23162;2007-06-17;0
9174;22853;2007-04-27;1
9176;22473;2007-05-07;1
9177;26350;2007-07-08;0
9180;28065;2007-04-04;1
9182;21793;2007-05-06;1
9183;23924;2007-05-05;1
9185;18806;2007-06-13;0
9188;23148;2007-04-18;1
9192;19516;2007-05-12;1
9194;24493;2007-06-13;0
9202;20561;2007-06-22;0
9210;24748;2007-04-10;1
9212;19892;2007-05-02;1
9213;20160;2007-04-13;1
9214;21395;2007-06-23;0
9220;22276;2007-06-12;0
9226;26374;2007-06-04;0
9231;21945;2007-05-23;0
9232;24063;2007-05-04;1
9233;26781;2007-06-08;0
9234;19594;2007-04-05;1
9237;19427;2007-05-11;1
9238;21033;2007-04-22;1
9239;19374;2007-04-22;1
9245;20678;2007-05-21;0
9246;19512;2007-05-24;0
9247;27994;2007-05-01;1
9249;19780;2007-04-10;1
9251;21274;2007-04-18;1
9253;26569;2007-06-01;0
9267;21748;2007-06-03;0
9272;21700;2007-04-24;1
9273;27034;2007-05-08;1
9275;18507;2007-06-29;0
9276;18816;2007-06-14;0
9279;23161;2007-06-02;0
9281;27018;2007-05-06;1
9282;18912;2007-04-29;1
9287;26131;2007-06-12;0
9291;28105;2007-04-25;1
9293;20189;2007-07-02;0
9295;19583;2007-04-11;1
9298;27908;2007-07-03;0
9301;26401;2007-06-30;0
9302;27429;2007-04-22;1
9305;26619;2007-05-07;1
9306;28212;2007-07-03;0
9308;24831;2007-05-31;0
9309;21886;2007-04-25;1
9311;19645;2007-06-07;0
9313;21280;2007-04-21;1
9314;18310;2007-07-07;0
9316;21397;2007-06-06;0
9319;20118;2007-05-25;0
9320;20892;2007-05-01;1
9328;19624;2007-07-06;0
9336;28227;2007-04-15;1
9341;26188;2007-05-08;1
9343;21777;2007-05-03;1
9344;25326;2007-07-03;0
9345;18830;2007-04-27;1
9346;26759;2007-06-04;0
9349;22465;2007-07-06;0
9350;26823;2007-05-15;1
9354;21447;2007-06-03;0
9356;19678;2007-06-23;0
9360;19344;2007-05-20;1
9361;26700;2007-06-02;0
9362;22012;2007-07-03;0
9367;28013;2007-04-17;1
9373;25019;2007-04-16;1
9375;23342;2007-07-03;0
9378;19462;2007-04-05;1
9380;19275;2007-05-29;0
9381;24931;2007-05-21;0
9382;28271;2007-05-08;1
9383;25797;2007-04-02;1
9385;28558;2007-05-05;1
9386;23718;2007-06-29;0
9390;22369;2007-05-29;0
9393;26949;2007-07-02;0
9395;18456;2007-06-17;0
9401;27383;2007-05-20;1
9403;25614;2007-05-09;1
9405;20857;2007-04-15;1
9409;26743;2007-06-09;0
9412;20453;2007-04-21;1
9413;20464;2007-06-29;0
9414;23519;2007-06-22;0
9415;23050;2007-07-09;0
9416;27067;2007-04-27;1
9417;24853;2007-07-03;0
9422;18851;2007-05-07;1
9425;25682;2007-05-12;1
9426;21731;2007-04-21;1
9430;19166;2007-05-21;0
9432;26147;2007-04-27;1
9435;20529;2007-04-10;1
9439;20389;2007-05-04;1
9442;27178;2007-04-08;1
9446;25133;2007-06-10;0
9447;21047;2007-04-21;1
9449;20301;2007-07-05;0
9450;20027;2007-05-23;0
9454;28411;2007-05-23;0
9460;27763;2007-07-03;0
9463;19048;2007-06-28;0
9465;28132;2007-05-21;0
9468;19437;2007-06-21;0
9471;24411;2007-04-28;1
9474;19894;2007-04-16;1
9479;23534;2007-05-19;1
9483;18642;2007-04-26;1
9484;22391;2007-06-25;0
9489;26353;2007-05-14;1
9494;21263;2007-05-10;1
9505;24254;2007-04-26;1
9508;19034;2007-06-27;0
9509;22307;2007-04-17;1
9510;24095;2007-04-07;1
9513;19547;2007-07-01;0
9515;27078;2007-07-04;0
9518;25294;2007-04-05;1
9519;25008;2007-04-20;1
9521;21367;2007-05-28;0
9523;21722;2007-05-09;1
9524;19631;2007-06-18;0
9525;21657;2007-05-12;1
9531;28361;2007-05-12;1
9533;27907;2007-06-15;0
9535;20055;2007-07-05;0
9536;27712;2007-06-01;0
9539;26775;2007-05-31;0
9542;25460;2007-05-08;1
9547;25940;2007-06-08;0
9548;23661;2007-05-28;0
9549;22822;2007-05-16;1
9550;23434;2007-06-07;0
9551;19215;2007-05-28;0
9556;26447;2007-05-27;0
9559;21779;2007-06-19;0
9561;27445;2007-05-16;1
9564;21056;2007-07-01;0
9565;24372;2007-06-05;0
9566;25059;2007-05-28;0
9569;19459;2007-05-29;0
9570;28003;2007-05-04;1
9573;27156;2007-05-15;1
9576;24544;2007-04-22;1
9578;19464;2007-04-03;1
9583;22868;2007-04-07;1
9584;20681;2007-04-02;1
9587;25844;2007-05-30;0
9590;22245;2007-05-11;1
9591;19187;2007-06-01;0
9592;19244;2007-04-12;1
9596;22137;2007-05-17;1
9597;21904;2007-04-18;1
9598;18590;2007-06-07;0
9602;22240;2007-05-27;0
9604;23457;2007-04-14;1
9608;21510;2007-06-02;0
9610;19053;2007-07-01;0
9611;26133;2007-07-04;0
9616;20842;2007-05-25;0
9617;22149;2007-06-12;0
9621;27853;2007-07-07;0
9622;22433;2007-06-07;0
9624;25852;2007-04-20;1
9626;18961;2007-04-03;1
9627;28367;2007-04-26;1
9634;22170;2007-04-23;1
9638;28049;2007-07-03;0
9643;26211;2007-05-03;1
9645;24749;2007-05-16;1
9650;19760;2007-04-11;1
9651;28626;2007-06-13;0
9654;27676;2007-05-06;1
9657;19427;2007-04-13;1
9660;23544;2007-05-24;0
9662;24520;2007-04-29;1
9663;19237;2007-04-16;1
9669;27770;2007-05-15;1
9670;18416;2007-04-19;1
9671;18442;2007-06-01;0
9672;22738;2007-06-19;0
9676;23518;2007-04-03;1
9677;24859;2007-05-07;1
9678;20977;2007-06-08;0
9682;26258;2007-06-05;0
9686;20886;2007-04-07;1
9690;28167;2007-07-06;0
9691;25867;2007-05-02;1
9692;24051;2007-04-14;1
9695;21475;2007-06-19;0
9698;22916;2007-04-27;1
9699;22698;2007-06-28;0
9701;25366;2007-07-01;0
9708;28355;2007-06-21;0
9709;24123;2007-05-26;0
9710;20742;2007-05-22;0
9712;27088;2007-05-14;1
9715;22751;2007-06-17;0
9719;21840;2007-05-22;0
9720;24165;2007-06-22;0
9722;19495;2007-06-17;0
9724;28240;2007-05-19;1
9725;21186;2007-06-27;0
9726;23029;2007-05-20;1
9728;21429;2007-06-21;0
9730;24141;2007-05-21;0
9733;26917;2007-06-20;0
9734;20763;2007-04-29;1
9736;18805;2007-04-16;1
9737;23281;2007-05-21;0
9738;28191;2007-06-17;0
9743;18416;2007-05-09;1
9746;27416;2007-06-27;0
9751;25592;2007-04-04;1
9754;27170;2007-04-07;1
9755;23995;2007-07-06;0
9759;21322;2007-05-08;1
9761;25197;2007-06-09;0
9764;28620;2007-04-07;1
9769;25348;2007-04-12;1
9773;26892;2007-06-28;0
9780;22407;2007-04-02;1
9785;27186;2007-05-18;1
9788;28384;2007-06-14;0
9789;25406;2007-05-02;1
9792;19908;2007-06-21;0
9797;18371;2007-06-10;0
9798;18434;2007-05-03;1
9801;27245;2007-04-26;1
9805;21889;2007-07-05;0
9812;23077;2007-07-01;0
9814;27552;2007-05-07;1
9816;21966;2007-06-07;0
9824;20620;2007-04-06;1
9825;23409;2007-04-16;1
9826;25520;2007-06-26;0
9828;23988;2007-07-07;0
9831;21452;2007-04-11;1
9835;23800;2007-06-16;0
9837;22481;2007-06-28;0
9838;18425;2007-04-14;1
9841;25381;2007-07-08;0
9845;28572;2007-05-03;1
9851;21664;2007-06-06;0
9854;25300;2007-06-10;0
9855;20434;2007-06-21;0
9856;26820;2007-05-07;1
9859;19077;2007-05-10;1
9860;25006;2007-04-11;1
9865;19996;2007-04-09;1
9866;22149;2007-06-06;0
9871;28122;2007-06-18;0
9872;19479;2007-06-03;0
9873;23364;2007-05-23;0
9876;22106;2007-07-03;0
9877;18878;2007-04-22;1
9879;20685;2007-06-13;0
9881;23841;2007-05-03;1
9882;25354;2007-04-06;1
9883;23146;2007-06-04;0
9884;24312;2007-06-14;0
9887;22919;2007-05-05;1
9889;19293;2007-05-06;1
9890;25617;2007-05-11;1
9893;27985;2007-06-13;0
9898;27302;2007-04-20;1
9899;21238;2007-04-08;1
9902;23177;2007-05-15;1
9904;27874;2007-07-02;0
9910;26966;2007-06-27;0
9913;25359;2007-05-06;1
9919;26506;2007-05-28;0
9921;27868;2007-05-04;1
9922;24966;2007-06-25;0
9926;23047;2007-07-08;0
9927;20131;2007-06-29;0
9930;25380;2007-05-10;1
9932;20213;2007-04-03;1
9937;21153;2007-06-01;0
9938;23910;2007-06-11;0
9941;22250;2007-06-16;0
9942;22856;2007-04-25;1
9943;28461;2007-06-06;0
9944;20965;2007-05-18;1
9950;19729;2007-04-13;1
9951;24441;2007-04-26;1
9958;26066;2007-04-25;1
9960;20422;2007-05-19;1
9964;18478;2007-04-15;1
9965;20203;2007-06-02;0
9967;28495;2007-04-23;1
9971;20148;2007-06-17;0
9972;22262;2007-06-23;0
9973;25569;2007-06-21;0
9977;25143;2007-04-20;1
9978;24157;2007-04-29;1
9983;21181;2007-07-08;0
9984;22091;2007-04-03;1
9986;26469;2007-06-09;0
9987;19418;2007-05-10;1
9990;26914;2007-05-08;1
9991;22610;2007-04-21;1
9992;23724;2007-05-09;1
10002;25894;2007-04-20;1
10005;28218;2007-05-05;1
10009;23834;2007-04-03;1
10014;23513;2007-06-05;0
10018;22065;2007-07-04;0
10020;22372;2007-07-02;0
10021;25587;2007-06-15;0
10022;28110;2007-04-14;1
10026;25062;2007-05-11;1
10031;26313;2007-06-22;0
10033;23395;2007-05-13;1
10037;18694;2007-06-23;0
10039;22511;2007-06-08;0
10040;27397;2007-06-12;0
10048;18356;2007-04-21;1
10050;21269;2007-05-31;0
10051;25061;2007-06-06;0
10053;21080;2007-05-24;0
10057;21864;2007-06-08;0
10061;21787;2007-05-14;1
10064;20684;2007-05-30;0
10066;24006;2007-06-23;0
10068;20536;2007-05-11;1
10073;28192;2007-04-28;1
10074;18781;2007-04-28;1
10076;20563;2007-04-30;1
10077;22921;2007-04-06;1
10078;27780;2007-07-06;0
10079;19066;2007-05-24;0
10080;23731;2007-07-01;0
10082;19312;2007-06-19;0
10083;24543;2007-04-14;1
10084;21634;2007-05-05;1
10087;22718;2007-04-14;1
10091;24211;2007-06-06;0
10093;27696;2007-06-13;0
10094;19354;2007-06-14;0
10100;21018;2007-04-05;1
10101;23658;2007-06-21;0
10102;23497;2007-06-11;0
10104;23677;2007-04-28;1
10109;27762;2007-07-04;0
10112;22722;2007-06-11;0
10115;22128;2007-06-04;0
10120;20739;2007-06-29;0
10124;25679;2007-04-08;1
10125;21355;2007-07-03;0
10130;26199;2007-06-21;0
10133;27398;2007-06-22;0
10134;26686;2007-05-21;0
10139;18453;2007-04-08;1
10140;20091;2007-06-06;0
10141;26687;2007-05-15;1
10142;20418;2007-06-26;0
10144;28278;2007-05-19;1
10147;26405;2007-06-27;0
10149;25864;2007-04-11;1
10152;26400;2007-06-22;0
10153;27822;2007-06-06;0
10155;19730;2007-05-04;1
10156;23608;2007-05-04;1
10160;26747;2007-04-05;1
10165;25401;2007-04-25;1
10166;26638;2007-07-03;0
10167;23962;2007-06-28;0
10171;20912;2007-07-04;0
10174;22504;2007-04-18;1
10175;22690;2007-05-17;1
10179;21254;2007-05-23;0
10180;19867;2007-07-07;0
10182;24375;2007-07-04;0
10185;24080;2007-04-28;1
10188;19117;2007-05-29;0
10191;28412;2007-06-13;0
10192;26770;2007-06-06;0
10193;27182;2007-05-25;0
10194;20343;2007-04-04;1
10196;21170;2007-06-30;0
10204;18543;2007-04-05;1
10206;23402;2007-06-18;0
10213;19453;2007-05-22;0
10215;19444;2007-06-08;0
10217;22542;2007-04-11;1
10226;22780;2007-04-29;1
10228;25613;2007-05-27;0
10232;24404;2007-05-23;0
10236;26737;2007-04-20;1
10237;22014;2007-06-22;0
10238;21707;2007-05-11;1
10239;27814;2007-05-28;0
10244;25371;2007-06-10;0
10245;21578;2007-05-10;1
10246;22203;2007-04-27;1
10251;27266;2007-06-21;0
10252;23560;2007-05-28;0
10254;24019;2007-07-09;0
10255;19019;2007-05-29;0
10257;27598;2007-06-04;0
10258;23470;2007-04-15;1
10263;26997;2007-06-12;0
10269;26028;2007-05-16;1
10270;21344;2007-05-20;1
10275;27308;2007-05-21;0
10277;28593;2007-05-21;0
10282;21360;2007-04-05;1
10283;24714;2007-04-22;1
10289;24448;2007-05-03;1
10291;27776;2007-05-26;0
10292;27181;2007-06-08;0
10296;25356;2007-04-08;1
10298;20819;2007-05-28;0
10299;22003;2007-05-21;0
10301;21941;2007-07-02;0
10303;18699;2007-06-14;0
10305;19945;2007-05-27;0
10306;26431;2007-04-14;1
10309;25349;2007-05-21;0
10314;25652;2007-06-03;0
10316;21868;2007-05-23;0
10318;26777;2007-04-03;1
10320;20072;2007-05-21;0
10322;18334;2007-04-22;1
10325;22206;2007-07-03;0
10327;18762;2007-07-09;0
10328;26094;2007-05-02;1
10329;19355;2007-05-14;1
10333;20145;2007-05-05;1
10335;20678;2007-04-16;1
10341;25565;2007-05-26;0
10347;18299;2007-04-15;1
10350;21495;2007-05-12;1
10357;22518;2007-04-25;1
10364;23397;2007-04-08;1
10366;22227;2007-05-06;1
10367;22580;2007-05-18;1
10368;28113;2007-05-18;1
10371;19207;2007-04-25;1
10372;28146;2007-04-14;1
10375;23145;2007-07-04;0
10376;19455;2007-04-15;1
10378;21255;2007-07-02;0
10381;27226;2007-06-08;0
10384;26497;2007-04-03;1
10385;21264;2007-06-24;0
10386;23710;2007-05-02;1
10387;25408;2007-06-26;0
10391;18889;2007-05-06;1
10392;26245;2007-06-25;0
10395;26067;2007-05-20;1
10397;25972;2007-07-09;0
10398;19094;2007-05-27;0
10401;19746;2007-04-29;1
10402;18824;2007-06-07;0
10404;21358;2007-04-08;1
10407;19550;2007-06-20;0
10411;27764;2007-04-16;1
10421;25456;2007-05-19;1
10423;22339;2007-04-03;1
10425;26871;2007-05-10;1
10426;21599;2007-05-09;1
10427;26248;2007-06-09;0
10431;22121;2007-04-16;1
10437;24981;2007-05-05;1
10438;23530;2007-05-15;1
10439;24209;2007-06-24;0
10442;19122;2007-06-07;0
10444;21597;2007-07-07;0
10447;23815;2007-06-29;0
10448;24428;2007-06-10;0
10450;23463;2007-04-29;1
10455;20612;2007-04-03;1
10457;25123;2007-06-05;0
10458;20819;2007-05-25;0
10459;23125;2007-06-07;0
10463;27636;2007-06-19;0
10464;20931;2007-06-20;0
10465;19332;2007-05-05;1
10467;20441;2007-06-19;0
10470;24704;2007-04-06;1
10473;19967;2007-07-01;0
10474;19326;2007-06-24;0
10477;22215;2007-06-23;0
10479;27233;2007-06-15;0
10481;26422;2007-05-19;1
10487;25701;2007-06-07;0
10489;21856;2007-07-05;0
10495;27876;2007-06-01;0
10496;25258;2007-04-15;1
10497;20124;2007-06-28;0
10498;18496;2007-05-20;1
10501;25822;2007-04-25;1
10507;19106;2007-05-04;1
10508;26272;2007-05-20;1
10509;25930;2007-05-26;0
10511;21801;2007-05-02;1
10512;24381;2007-05-31;0
10513;22224;2007-06-18;0
10517;25552;2007-04-29;1
10523;24019;2007-04-06;1
10529;20088;2007-04-25;1
10533;27114;2007-05-12;1
10534;23027;2007-05-30;0
10536;19845;2007-05-28;0
10537;23366;2007-04-13;1
10539;23896;2007-06-09;0
10541;21219;2007-05-29;0
10542;28066;2007-04-20;1
10551;28343;2007-06-26;0
10554;23257;2007-04-22;1
10558;20423;2007-06-24;0
10559;21170;2007-06-04;0
10561;22945;2007-05-05;1
10565;28068;2007-04-29;1
10567;25904;2007-04-21;1
10568;27834;2007-04-21;1
10570;20335;2007-06-14;0
10572;20247;2007-05-22;0
10573;19916;2007-07-08;0
10580;25252;2007-07-02;0
10581;20162;2007-04-07;1
10582;19477;2007-06-08;0
10587;26378;2007-06-18;0
10590;28319;2007-06-26;0
10597;21881;2007-07-03;0
10598;20963;2007-06-15;0
10600;19422;2007-05-20;1
10601;18906;2007-05-27;0
10610;27556;2007-05-13;1
10612;23391;2007-05-27;0
10614;24555;2007-06-12;0
10615;23579;2007-05-02;1
10621;20342;2007-04-20;1
10622;22047;2007-04-02;1
10623;20973;2007-05-02;1
10629;19252;2007-05-18;1
10631;24005;2007-05-06;1
10638;18742;2007-04-17;1
10641;24865;2007-05-22;0
10642;24810;2007-06-16;0
10643;24302;2007-06-23;0
10645;19677;2007-05-03;1
10651;23561;2007-06-20;0
10652;18296;2007-04-10;1
10654;18614;2007-06-30;0
10655;27717;2007-05-02;1
10656;25497;2007-05-26;0
10657;19043;2007-05-22;0
10659;28594;2007-07-05;0
10666;25867;2007-05-28;0
10668;26964;2007-04-17;1
10671;25972;2007-04-23;1
10672;22170;2007-04-18;1
10675;21943;2007-04-06;1
10676;24169;2007-05-13;1
10677;26383;2007-04-18;1
10680;26427;2007-06-28;0
10681;23758;2007-05-08;1
10682;19256;2007-07-07;0
10683;25909;2007-06-01;0
10687;27622;2007-05-26;0
10688;18320;2007-07-03;0
10691;18378;2007-06-12;0
10692;23567;2007-05-24;0
10693;18786;2007-04-21;1
10696;22317;2007-07-04;0
10698;23976;2007-04-21;1
10700;22448;2007-06-15;0
10701;27439;2007-05-13;1
10702;19270;2007-06-25;0
10703;27284;2007-04-07;1
10704;27693;2007-07-06;0
10709;25309;2007-06-26;0
10711;27751;2007-05-09;1
10715;22629;2007-05-12;1
10720;26480;2007-06-21;0
10721;26882;2007-04-04;1
10722;25413;2007-06-18;0
