idbestellpositionen;bestellungen_idbestellungen;artikel_idartikel;anzahl
17804;3066;1;1
17811;2275;7;2
17814;2319;1;1
17815;2778;1;1
17816;2278;5;2
17823;2282;4;3
17827;4086;1;3
17831;4076;1;2
17835;1463;1;1
17839;3246;1;3
17849;3435;1;1
17850;2298;5;1
17858;2339;1;2
17859;3030;1;2
17861;2139;1;3
17865;3180;1;2
17875;1257;1;3
17876;2139;1;3
17877;2314;5;2
17879;2315;7;2
17885;1591;1;1
17889;1507;1;3
17890;1039;1;3
17892;2938;1;3
17893;2736;1;2
17895;4092;1;2
17902;2693;1;3
17905;2330;7;2
17914;1997;1;3
17916;1624;1;2
17923;1644;1;1
17924;3396;1;2
17925;2342;5;2
17927;1034;1;3
17931;1663;1;2
17932;2346;5;1
17934;3363;1;2
17936;1934;1;1
17938;2350;4;1
17939;2350;7;3
17941;1174;1;3
17944;4183;1;3
17950;771;1;2
17951;874;1;2
17956;2360;7;3
17959;2362;5;3
17960;1765;1;3
17961;1138;1;3
17964;2365;7;3
17966;2366;5;1
17967;2116;1;2
17969;2368;4;3
17975;996;1;2
17977;2921;1;1
17980;3761;1;2
17981;2375;7;3
17983;2376;4;3
17984;2713;1;2
17991;2577;1;2
17992;1452;1;3
17996;2384;4;3
17997;3720;1;2
17999;1120;1;2
18001;4148;1;1
18004;387;1;1
18006;2390;4;2
18007;2390;7;3
18015;2395;7;2
18016;1097;1;2
18017;2396;5;3
18018;3414;1;2
18021;1013;1;2
18022;1400;1;3
18034;2406;5;1
18035;1047;1;2
18036;3803;1;1
18045;476;1;3
18049;2415;7;1
18051;2416;5;3
18053;2953;1;1
18054;2418;5;2
18069;2986;1;2
18076;4160;1;3
18078;2432;4;2
18081;2434;4;3
18083;2435;7;1
18084;2001;1;3
18087;2867;1;2
18088;2438;5;2
18093;1952;1;1
18094;2577;1;1
18099;1629;1;3
18104;2595;1;1
18107;1420;1;2
18109;2450;7;1
18110;3428;1;2
18123;895;1;2
18129;2462;4;3
18136;2466;5;2
18145;3389;1;2
18147;257;1;2
18153;2476;4;2
18156;2478;4;1
18157;1352;1;3
18162;2859;1;1
18164;3674;1;2
18167;2735;1;3
18168;2485;7;1
18170;2486;4;1
18172;2862;1;3
18174;2090;1;3
18178;3512;1;3
18181;1233;1;1
18186;2934;1;2
18187;2496;4;3
18193;2500;4;3
18194;2500;7;1
18202;2505;7;2
18203;984;1;2
18204;2506;5;2
18208;2994;1;1
18209;3213;1;1
18220;1192;1;1
18222;800;1;2
18223;4018;1;3
18226;2103;1;3
18231;2522;5;3
18235;387;1;1
18243;2632;1;1
18253;2535;7;1
18254;3082;1;3
18255;2536;5;2
18259;2997;1;3
18264;3066;1;1
18267;1198;1;3
18277;1634;1;2
18278;2550;5;1
18279;2550;7;2
18287;2555;7;1
18289;2556;4;1
18291;1108;1;1
18292;2558;5;3
18293;2291;1;3
18294;2223;1;3
18297;1052;1;2
18299;2562;5;1
18300;1324;1;2
18301;432;1;3
18302;2564;4;1
18311;1033;1;3
18314;1427;1;2
18318;1223;1;2
18319;2574;5;3
18320;1902;1;1
18321;2575;7;3
18324;2837;1;1
18326;2578;5;3
18327;3306;1;1
18328;3582;1;3
18330;2580;7;2
18331;1985;1;3
18333;2582;4;3
18334;1390;1;2
18335;1008;1;1
18337;952;1;2
18338;2585;7;2
18345;2857;1;1
18350;2592;5;2
18351;471;1;1
18354;1965;1;1
18355;2595;7;3
18362;1766;1;1
18363;2600;4;3
18364;2600;7;2
18369;369;1;3
18372;2605;7;3
18376;3516;1;1
18379;2838;1;1
18392;3548;1;1
18395;951;1;2
18397;2620;5;3
18398;2620;7;2
18402;520;1;2
18403;1037;1;3
18404;2624;4;3
18405;3122;1;1
18407;3507;1;1
18413;4145;1;2
18418;2632;4;2
18419;2117;1;3
18423;2635;7;2
18424;1605;1;2
18425;2636;5;2
18426;557;1;3
18427;3423;1;2
18430;276;1;1
18433;3651;1;3
18436;3224;1;3
18439;3323;1;2
18445;2648;5;2
18451;2994;1;2
18458;3225;1;1
18460;3455;1;3
18468;1058;1;2
18475;651;1;3
18480;430;1;3
18481;2597;1;1
18497;3287;1;3
18502;3452;1;1
18504;3954;1;2
18507;864;1;3
18511;2802;1;2
18512;452;1;2
18521;3416;1;1
18524;2142;1;3
18525;2695;7;1
18531;4029;1;3
18532;2361;1;3
18533;2700;4;3
18534;2700;7;2
18536;363;1;2
18546;3200;1;2
18548;1574;1;2
18553;1350;1;3
18563;3692;1;1
18564;2718;5;3
18570;2725;1;3
18572;335;1;3
18573;1874;1;1
18575;3593;1;1
18576;2725;7;3
18577;938;1;2
18587;515;1;1
18588;2732;4;3
18592;4045;1;3
18593;2735;7;1
18595;2736;4;1
18599;2623;1;1
18600;2837;1;2
18609;1059;1;1
18612;2746;5;2
18615;2748;4;1
18621;2829;1;2
18632;2758;4;1
18634;2210;1;2
18640;590;1;3
18641;3534;1;1
18642;2764;4;2
18647;924;1;2
18651;2278;1;2
18654;2270;1;3
18655;1013;1;2
18661;2775;7;1
18663;2776;4;1
18664;2678;1;1
18666;2778;4;2
18668;4112;1;3
18669;2780;4;3
18670;2780;7;3
18675;1788;1;3
18682;504;1;2
18683;2788;4;2
18684;3875;1;1
18686;2790;4;1
18687;2790;7;3
18701;1858;1;3
18702;268;1;2
18706;3016;1;1
18707;2802;4;2
18708;834;1;3
18710;2804;5;2
18716;1201;1;2
18717;2808;5;3
18719;1710;1;2
18720;2810;4;1
18721;2810;7;3
18724;2812;4;2
18725;3302;1;2
18728;3539;1;2
18732;1991;1;2
18733;934;1;1
18735;3054;1;3
18737;2820;5;1
18738;2820;7;1
18739;2135;1;1
18740;1160;1;3
18742;3319;1;3
18745;1503;1;3
18746;2825;7;3
18751;2828;5;2
18752;3238;1;2
18757;1390;1;2
18760;1748;1;3
18762;2592;1;1
18764;1580;1;3
18765;2836;5;2
18767;1574;1;3
18768;2838;4;3
18776;3904;1;3
18777;686;1;3
18780;2845;7;1
18781;1585;1;2
18782;2846;5;3
18784;3080;1;1
18786;1230;1;3
18787;412;1;2
18790;430;1;1
18791;1338;1;1
18792;2852;5;1
18800;931;1;2
18801;505;1;1
18803;2043;1;3
18811;2124;1;2
18816;2866;5;2
18817;2075;1;1
18819;2868;4;1
18822;2870;5;2
18823;2870;7;3
18824;2859;1;2
18825;877;1;3
18830;1470;1;3
18831;2875;7;2
18833;2876;5;1
18835;2072;1;1
18836;2878;4;3
18837;1726;1;1
18845;2941;1;3
18847;3773;1;1
18849;227;1;2
18856;2890;5;2
18857;2890;7;2
18859;786;1;3
18862;1005;1;2
18864;3358;1;3
18865;2895;7;2
18866;3166;1;3
18868;1956;1;1
18873;2900;5;2
18874;2900;7;3
18877;2902;4;2
18879;391;1;1
18886;3299;1;3
18889;3294;1;1
18898;3512;1;3
18905;452;1;1
18910;1715;1;1
18917;244;1;1
18920;2592;1;2
18925;2930;7;1
18926;3105;1;1
18927;4077;1;3
18929;1629;1;3
18932;1634;1;1
18934;2875;1;2
18935;2936;4;3
18938;2938;4;3
18940;3556;1;1
18942;2940;7;1
18944;1629;1;1
18948;2944;4;2
18952;2946;4;3
18955;2948;5;1
18957;3235;1;3
18958;2950;4;3
18959;2950;7;1
18960;388;1;2
18965;2954;5;3
18966;3647;1;3
18969;2956;4;3
18971;2330;1;2
18972;2958;5;2
18977;267;1;1
18980;284;1;3
18981;1332;1;2
18983;1759;1;3
18986;2966;5;3
18988;4118;1;3
18997;3712;1;1
19013;2982;5;3
19015;3688;1;3
19017;3291;1;2
19020;2986;4;2
19021;1759;1;3
19037;2996;4;2
19038;2366;1;3
19042;2307;1;2
19044;3000;7;3
19048;394;1;1
19050;3004;4;3
19051;3176;1;1
19052;3005;7;1
19055;556;1;3
19060;3010;5;2
19061;3010;7;3
19064;3012;5;2
19065;2126;1;3
19069;3015;7;2
19071;3016;4;3
19073;1226;1;3
19074;3018;4;2
19075;4117;1;3
19077;3020;5;1
19078;3020;7;3
19079;1354;1;3
19089;3429;1;1
19092;1801;1;1
19095;3030;7;3
19096;1160;1;2
19099;3457;1;3
19100;1312;1;1
19103;3035;7;1
19106;1452;1;1
19109;944;1;2
19110;2183;1;2
19113;2731;1;1
19116;3936;1;3
19121;4124;1;1
19127;2260;1;1
19131;2810;1;3
19135;3054;5;2
19137;3055;7;3
19138;954;1;1
19140;3425;1;3
19145;3060;4;2
19146;3060;7;1
19147;1365;1;2
19150;433;1;1
19151;2208;1;1
19154;3065;7;3
19155;1442;1;1
19156;3066;4;2
19160;3188;1;2
19164;982;1;2
19168;4124;1;1
19171;3075;7;3
19173;3076;4;3
19178;956;1;2
19180;3080;7;3
19183;3082;5;2
19198;1379;1;1
19199;2522;1;2
19205;3095;7;3
19212;3811;1;1
19221;1322;1;3
19222;3105;7;3
19225;3977;1;1
19231;3110;7;2
19234;3112;5;3
19235;3224;1;1
19239;3115;7;1
19240;1820;1;1
19241;3116;4;3
19242;3867;1;3
19243;3425;1;1
19244;3118;5;2
19253;405;1;3
19255;1008;1;1
19259;810;1;1
19261;3128;5;3
19266;1034;1;3
19270;1450;1;2
19274;1966;1;1
19277;2940;1;1
19280;3646;1;2
19281;3140;5;1
19282;3140;7;3
19283;1168;1;3
19290;3145;7;2
19301;2857;1;3
19309;3156;5;1
19310;435;1;1
19311;1091;1;1
19314;2496;1;1
19315;3160;4;3
19316;3160;7;2
19317;3716;1;1
19318;746;1;3
19320;935;1;2
19323;3162;1;3
19324;3165;7;1
19326;3166;5;1
19333;3170;7;1
19335;1862;1;3
19337;565;1;1
19338;2930;1;3
19344;1763;1;3
19347;2613;1;1
19348;261;1;3
19349;3180;4;1
19350;3180;7;1
19352;1766;1;1
19353;3182;5;3
19355;1014;1;2
19357;2346;1;3
19361;2948;1;1
19363;3188;4;3
19364;2775;1;3
19365;4199;1;2
19374;2587;1;2
19375;3195;7;3
19378;3412;1;2
19379;1349;1;3
19382;4002;1;1
19383;3200;4;1
19384;3200;7;2
19386;498;1;1
19387;3202;5;3
19388;3060;1;2
19389;4128;1;3
19394;3206;5;2
19395;3026;1;1
19396;2393;1;3
19399;3115;1;1
19403;1956;1;1
19404;3212;4;2
19405;2291;1;2
19406;2538;1;3
19408;1941;1;2
19409;3215;7;3
19412;791;1;3
19419;3182;1;2
19421;3222;5;1
19423;1832;1;1
19424;3224;4;1
19425;899;1;3
19426;3225;7;2
19429;2879;1;3
19434;3230;4;2
19435;3230;7;2
19436;401;1;2
19438;3232;5;1
19440;3352;1;3
19443;3235;7;2
19444;2966;1;2
19448;3238;4;3
19449;2968;1;1
19454;2816;1;2
19459;1965;1;3
19463;3334;1;1
19467;995;1;1
19480;3790;1;1
19486;3260;7;1
19494;3265;7;3
19500;3492;1;2
19501;4137;1;1
19505;2110;1;3
19508;629;1;2
19512;3875;1;2
19521;761;1;2
19522;603;1;3
19529;3527;1;1
19530;3286;5;2
19539;3109;1;1
19542;1436;1;1
19545;3295;7;1
19556;3531;1;3
19557;3302;5;3
19559;1459;1;1
19562;3305;7;2
19566;2203;1;3
19570;3310;4;1
19571;3310;7;3
19574;3312;4;1
19576;3438;1;2
19577;3314;4;3
19581;3316;5;3
19593;2090;1;3
19594;3324;4;2
19600;481;1;2
19602;2466;1;1
19609;2555;1;3
19611;3334;4;2
19613;3335;7;2
19614;3911;1;1
19619;1126;1;3
19621;3340;4;3
19622;3340;7;3
19623;1053;1;2
19624;1605;1;1
19627;2350;1;1
19629;2654;1;2
19642;3352;4;2
19644;3399;1;3
19645;3354;5;2
19646;3389;1;3
19647;3355;7;3
19650;1711;1;1
19656;3360;7;3
19658;2693;1;1
19659;3362;5;3
19662;3364;5;1
19675;3987;1;3
19685;1189;1;1
19688;1073;1;1
19691;2914;1;1
19695;1663;1;3
19705;3198;1;1
19707;3390;7;2
19709;1843;1;2
19710;3392;5;2
19711;2597;1;1
19712;730;1;1
19717;3396;5;1
19718;1991;1;1
19721;1537;1;2
19727;3402;5;3
19729;696;1;2
19732;3405;7;3
19733;2134;1;3
19735;2778;1;1
19739;2921;1;2
19741;3410;7;2
19743;733;1;2
19747;3414;5;3
19748;592;1;2
19751;3416;4;3
19752;3445;1;3
19755;2076;1;1
19756;2246;1;2
19759;1717;1;2
19765;3602;1;3
19766;3425;7;2
19767;1010;1;3
19776;2074;1;1
19780;907;1;3
19782;289;1;3
19783;3435;7;1
19785;3436;4;2
19787;3728;1;1
19794;2578;1;1
19795;3442;5;1
19798;3444;4;2
19800;3445;7;1
19804;1350;1;3
19806;1659;1;3
19807;374;1;1
19810;3789;1;1
19812;3452;5;1
19813;1452;1;1
19817;3455;7;3
19819;3456;4;2
19821;2751;1;2
19823;2735;1;3
19829;3462;5;1
19833;3626;1;1
19834;3465;7;2
19841;248;1;3
19845;1965;1;3
19846;3472;4;2
19850;2120;1;1
19862;340;1;1
19863;3482;4;2
19869;1031;1;3
19872;1121;1;2
19874;952;1;2
19875;3531;1;3
19878;2879;1;3
19879;3501;1;3
19883;3494;5;1
19884;1592;1;1
19889;2005;1;3
19891;1445;1;1
19899;2638;1;2
19902;3505;7;1
19903;1013;1;2
19905;756;1;3
19907;3508;4;2
19913;2141;1;2
19918;2687;1;3
19920;2726;1;3
19921;3516;5;2
19922;917;1;2
19924;3518;4;1
19925;2867;1;3
19927;3520;4;2
19928;3520;7;3
19929;1216;1;3
19932;382;1;1
19935;1832;1;3
19936;3525;7;3
19938;3526;5;1
19939;919;1;3
19942;2494;1;2
19944;3530;5;3
19945;3530;7;1
19948;3532;5;1
19949;2233;1;1
19951;3534;4;3
19952;716;1;2
19957;3104;1;1
19962;3540;7;1
19963;1065;1;2
19975;3548;5;1
19977;3160;1;1
19982;3552;4;3
19986;590;1;3
19993;3920;1;3
20003;3287;1;2
20005;2321;1;3
20012;3570;4;3
20013;3570;7;2
20014;2183;1;1
20018;1726;1;1
20027;1108;1;1
20033;3582;5;3
20034;2966;1;2
20041;462;1;1
20045;2736;1;3
20053;3594;4;1
20057;3596;4;2
20058;2223;1;3
20059;2756;1;3
20061;932;1;1
20062;1120;1;2
20065;2523;1;3
20067;3602;4;2
20071;1059;1;2
20072;3605;7;1
20073;2620;1;2
20079;3263;1;1
20087;3614;4;1
20095;2574;1;1
20096;928;1;1
20099;1039;1;1
20100;3008;1;2
20102;2564;1;3
20105;328;1;1
20108;3626;4;2
20109;548;1;2
20113;4012;1;3
20117;3324;1;3
20130;1426;1;3
20134;696;1;3
20136;633;1;1
20139;1594;1;1
20144;583;1;1
20148;3650;5;3
20149;3650;7;2
20150;2595;1;1
20152;3652;4;3
20156;2408;1;2
20159;3656;5;1
20168;1554;1;3
20174;3665;7;3
20178;4076;1;2
20180;2651;1;1
20182;3670;5;3
20183;3670;7;3
20184;773;1;1
20185;1196;1;2
20187;2909;1;3
20191;3675;7;3
20192;1452;1;2
20194;3021;1;3
20195;1668;1;1
20197;1235;1;2
20199;3680;5;1
20200;3680;7;2
20201;3944;1;3
20202;1860;1;2
20207;3219;1;1
20210;3686;4;1
20213;3688;4;2
20215;1362;1;2
20218;2072;1;2
20222;1455;1;1
20225;3695;7;3
20227;3696;5;2
20228;1126;1;1
20231;433;1;2
20236;3831;1;2
20237;3702;5;3
20248;2176;1;2
20249;1497;1;3
20253;3104;1;1
20255;430;1;1
20257;3714;5;1
20258;498;1;1
20263;3548;1;2
20267;3720;5;3
20268;3720;7;3
20269;1403;1;1
20272;4070;1;2
20273;3665;1;2
20278;3726;4;2
20280;4186;1;1
20287;3358;1;2
20292;951;1;3
20296;221;1;1
20300;701;1;2
20308;3744;4;2
20311;319;1;2
20314;1356;1;1
20318;3750;5;3
20319;3750;7;3
20321;2339;1;1
20323;2116;1;1
20330;2124;1;3
20333;2996;1;3
20334;1663;1;2
20339;3762;4;3
20340;3027;1;3
20341;1909;1;3
20343;2587;1;1
20344;3765;7;2
20347;3761;1;2
20349;3768;4;3
20354;800;1;1
20358;448;1;1
20361;3775;7;3
20365;637;1;1
20377;2816;1;3
20379;3128;1;3
20380;3786;5;3
20387;3790;7;2
20389;445;1;3
20391;1832;1;1
20396;3116;1;2
20411;589;1;3
20416;437;1;2
20419;1005;1;3
20422;414;1;3
20428;1025;1;1
20431;3816;5;2
20437;3820;5;1
20438;3820;7;1
20440;1381;1;2
20441;3822;5;1
20443;3465;1;2
20446;3825;7;2
20450;3981;1;1
20461;3834;5;2
20475;3842;4;2
20476;4124;1;2
20477;2536;1;1
20478;3844;4;3
20480;3845;7;1
20481;1408;1;2
20484;3822;1;2
20486;3195;1;3
20492;3852;5;3
20494;2494;1;2
20496;2914;1;2
20498;1018;1;2
20501;2551;1;3
20503;2859;1;3
20506;3860;7;3
20508;1041;1;1
20509;3862;5;1
20510;3278;1;2
20511;2716;1;2
20512;3864;5;2
20515;2286;1;2
20524;1333;1;3
20525;1492;1;3
20531;3875;7;2
20533;3876;5;3
20534;4081;1;2
20535;2084;1;3
20541;2775;1;3
20545;2197;1;2
20547;3728;1;3
20548;3885;7;3
20549;1433;1;3
20551;2761;1;2
20556;3890;4;2
20557;3890;7;2
20564;3199;1;2
20566;4136;1;3
20568;235;1;2
20575;1529;1;1
20576;4007;1;1
20578;4183;1;3
20582;3905;7;3
20586;3199;1;1
20587;3908;4;3
20589;430;1;1
20597;3914;4;2
20601;3916;5;3
20606;751;1;1
20607;3920;4;2
20608;3920;7;3
20611;3922;4;1
20612;722;1;2
20615;258;1;2
20619;1353;1;2
20627;2044;1;3
20632;4043;1;3
20635;3936;4;1
20636;1832;1;2
20637;3054;1;1
20638;3938;5;3
20639;476;1;2
20641;3940;4;2
20642;3940;7;2
20644;771;1;3
20646;3013;1;2
20648;3944;5;3
20651;4001;1;2
20654;2478;1;3
20657;1261;1;3
20660;1362;1;1
20665;3954;5;1
20670;2192;1;1
20672;3958;4;1
20677;1361;1;1
20678;503;1;2
20680;2826;1;2
20683;2700;1;1
20685;3027;1;2
20686;3966;5;2
20689;3968;5;2
20695;1217;1;1
20697;2257;1;3
20698;2535;1;2
20701;3975;7;3
20703;3976;4;1
20704;844;1;3
20708;3445;1;1
20710;3980;7;1
20711;1909;1;3
20712;1078;1;3
20716;3984;4;2
20719;611;1;1
20722;2982;1;3
20725;3968;1;1
20729;2695;1;1
20730;3992;5;3
20736;1592;1;3
20738;1002;1;1
20741;676;1;3
20742;2319;1;1
20747;4002;4;1
20753;1784;1;1
20755;4015;1;2
20759;1333;1;3
20762;2938;1;2
20768;1179;1;3
20769;4015;7;1
20785;2229;1;2
20786;4025;7;3
20792;1349;1;1
20796;2998;1;1
20800;3465;1;3
20805;4036;5;2
20806;2893;1;1
20807;380;1;1
20808;4038;5;2
20814;2233;1;3
20817;1987;1;3
20819;3323;1;2
20820;4045;7;2
20822;4046;4;2
20824;717;1;2
20843;1763;1;2
20848;972;1;3
20856;4066;5;2
20857;2064;1;1
20858;1423;1;2
20860;2938;1;2
20862;4070;5;2
20863;4070;7;2
20864;3949;1;3
20868;4078;1;1
20869;4074;4;2
20873;4076;5;3
20876;4078;4;3
20877;2956;1;3
20885;2466;1;3
20887;1991;1;2
20889;576;1;3
20890;4086;4;1
20891;2613;1;2
20892;495;1;3
20898;844;1;3
20899;897;1;3
20900;4092;4;2
20904;2084;1;3
20906;2737;1;2
20908;3054;1;1
20915;520;1;3
20916;3494;1;2
20918;3989;1;2
20921;388;1;1
20922;4105;7;1
20923;4012;1;3
20924;4106;5;2
20925;2086;1;3
20929;3762;1;3
20932;864;1;3
20934;4112;5;1
20935;210;1;3
20951;4122;5;1
20952;2507;1;1
20953;548;1;1
20955;498;1;3
20958;4126;5;3
20960;1120;1;2
20961;4128;5;3
20962;387;1;3
20963;1421;1;3
20967;2948;1;1
20969;3532;1;3
20970;585;1;1
20972;4178;1;2
20983;4081;1;2
20984;2438;1;1
20986;3454;1;3
20987;3647;1;1
20988;4144;4;1
20990;4145;7;3
20991;3035;1;1
20995;4148;5;1
21000;505;1;1
21003;1261;1;2
21004;1247;1;2
21011;4194;1;1
21014;2181;1;1
21015;4160;5;3
21016;4160;7;3
21022;4164;4;2
21036;4172;4;3
21037;2727;1;1
21044;832;1;2
21046;4178;5;2
21047;1093;1;1
21052;1742;1;2
21055;2773;1;1
21058;4185;7;3
21060;4186;4;1
21072;1229;1;1
21073;4194;5;3
21079;1670;1;2
21085;2090;1;2
21086;2338;1;1
21087;4202;4;2
21089;1228;1;2
21092;4205;7;1
21095;474;1;1
21096;3958;1;1
21097;4208;4;3
21098;1434;1;2
21101;4210;7;2
21103;1192;1;1
21104;4212;5;2
21105;2764;1;2
21110;592;1;1
21112;1990;1;1
21113;1317;1;3
21120;917;1;1
21122;942;1;3
21123;424;1;3
21126;4225;7;1
21130;647;1;2
21134;4230;5;3
21135;4230;7;3
21136;2901;1;2
21140;2575;1;1
21147;964;1;2
21149;3055;1;2
21150;3763;1;3
21153;3287;1;3
21157;1454;1;3
21162;4246;4;2
21168;4250;5;1
21169;4250;7;2
21180;857;1;3
21184;4074;1;2
21186;4260;7;1
21187;3043;1;2
21188;711;1;3
21190;2719;1;2
21195;1017;1;3
21197;366;1;3
21198;1154;1;3
21199;4268;4;2
21202;4270;5;1
21203;4270;7;1
21208;2227;1;2
21211;4275;7;1
21212;3287;1;2
21216;4278;4;1
21217;2801;1;3
21218;1443;1;2
21221;776;1;2
21224;1195;1;1
21225;2408;1;3
21226;4284;4;2
21230;4286;5;2
21232;2223;1;2
21234;1308;1;1
21235;3145;1;2
21238;562;1;2
21244;1571;1;3
21250;4298;4;1
21256;3756;1;2
21263;1213;1;3
21266;691;1;2
21272;1308;1;2
21277;4314;5;2
21279;4315;7;1
21283;1397;1;3
21285;2938;1;1
21292;1518;1;2
21293;693;1;2
21305;4330;7;1
21306;1315;1;2
21310;3176;1;2
21316;540;1;2
21318;4338;4;2
21320;3621;1;3
21325;4342;4;2
21326;3306;1;2
21327;3324;1;2
21331;1028;1;2
21332;4346;4;2
21334;931;1;3
21338;4350;4;1
21339;4350;7;1
21344;2462;1;2
21350;3326;1;3
21351;2231;1;1
21354;3402;1;2
21356;4360;7;3
21358;1321;1;3
21360;645;1;3
21364;4365;7;1
21365;3457;1;1
21366;4366;5;3
21369;4368;4;2
21381;4375;7;3
21383;4376;5;3
21385;762;1;2
21391;3230;1;1
21393;4382;5;3
21394;336;1;2
21395;2673;1;3
21402;2366;1;1
21404;1356;1;2
21405;2500;1;2
21407;4390;7;3
21408;1017;1;2
21412;1691;1;3
21415;4395;7;1
21417;4396;4;2
21418;637;1;1
21426;3494;1;3
21431;1938;1;1
21434;4406;4;3
21436;248;1;2
21438;4046;1;1
21443;2635;1;3
21445;2571;1;3
21446;2966;1;1
21449;4415;7;2
21454;4418;5;1
21460;1281;1;3
21468;4426;5;1
21472;2337;1;3
21478;4432;4;3
21479;1039;1;3
21481;4434;4;3
21483;4435;7;1
21487;1682;1;3
21488;4438;5;3
21489;3015;1;2
21501;1071;1;2
21503;1518;1;2
21504;4076;1;2
21505;4448;5;3
21508;4450;5;3
21509;4450;7;1
21515;4454;5;3
21521;1093;1;2
21523;1936;1;1
21529;4462;4;3
21536;4466;5;2
21544;985;1;1
21547;827;1;3
21548;893;1;3
21553;4476;4;1
21557;1358;1;1
21561;3993;1;2
21566;4484;4;2
21568;4485;7;2
21570;4486;4;1
21574;2270;1;3
21575;1918;1;2
21580;4492;5;3
21583;4494;4;1
21586;3762;1;3
21591;1230;1;1
21594;4500;7;2
21595;4003;1;2
21596;939;1;2
21602;4505;7;2
21604;4506;4;1
21606;3356;1;1
21612;2718;1;2
21616;3802;1;3
21623;2984;1;3
21625;269;1;3
21626;3065;1;3
21637;1918;1;1
21639;2571;1;3
21653;4535;7;3
21654;1259;1;1
21655;4536;5;1
21656;3444;1;3
21658;4538;5;2
21660;3773;1;3
21664;3239;1;2
21665;4542;4;1
21677;406;1;1
21678;4550;4;3
21679;4550;7;2
21681;407;1;3
21683;2820;1;2
21687;4555;7;1
21689;4556;4;2
21692;4558;4;3
21697;2926;1;1
21698;2403;1;3
21699;4562;5;1
21700;3428;1;1
21702;4564;4;1
21710;1193;1;2
21719;4574;4;3
21721;4575;7;2
21722;1648;1;3
21726;4578;5;2
21729;4580;4;3
21730;4580;7;2
21731;432;1;1
21732;2575;1;1
21734;1178;1;2
21738;4585;7;2
21741;2225;1;2
21742;536;1;2
21745;1201;1;1
21749;1823;1;1
21750;4592;5;2
21753;4594;4;2
21754;2462;1;3
21755;4595;7;3
21756;3790;1;3
21762;603;1;1
21764;4600;7;3
21765;860;1;2
21766;2673;1;3
21769;709;1;2
21772;4605;7;2
21773;2639;1;1
21775;1204;1;3
21776;2735;1;3
21779;3381;1;2
21790;791;1;1
21793;2649;1;3
21795;1352;1;3
21798;4620;7;1
21802;769;1;3
21807;2535;1;3
21809;1107;1;2
21818;4632;5;3
21819;2437;1;2
21823;4635;7;2
21824;2764;1;2
21826;3109;1;1
21828;4638;5;3
21829;483;1;1
21830;1281;1;1
21837;495;1;1
21841;2205;1;2
21843;4015;1;2
21844;3977;1;2
21846;554;1;2
21847;3039;1;3
21853;3876;1;1
21855;4654;4;1
21856;1018;1;2
21860;2968;1;1
21861;3605;1;3
21868;1597;1;1
21871;2013;1;2
21873;565;1;2
21880;591;1;1
21887;556;1;3
21892;3095;1;2
21898;393;1;3
21902;3507;1;1
21907;235;1;2
21912;2146;1;2
21913;4688;5;3
21918;1801;1;3
21925;4695;7;3
21928;482;1;1
21929;349;1;2
21930;4698;4;2
21932;336;1;1
21933;4700;4;3
21934;4700;7;3
21936;1524;1;3
21941;900;1;2
21956;3200;1;2
21963;4054;1;1
21964;4718;5;3
21972;823;1;2
21974;4724;4;1
21975;2961;1;1
21976;4725;7;1
21978;4726;5;2
21986;2068;1;2
21988;4732;4;1
21990;4018;1;2
21993;4735;7;2
21996;340;1;3
22007;2773;1;2
22012;4746;5;2
22015;4748;4;2
22017;2076;1;2
22020;273;1;2
22023;3513;1;1
22024;769;1;2
22026;2968;1;2
22028;319;1;1
22029;4756;4;3
22030;1095;1;1
22031;2497;1;1
22034;998;1;3
22039;4762;5;3
22042;4764;5;2
22045;3885;1;1
22047;3803;1;3
22050;2585;1;2
22055;2825;1;3
22061;4775;7;2
22062;225;1;3
22063;4776;5;2
22064;3621;1;1
22065;3417;1;3
22066;4778;4;3
22068;1178;1;1
22069;4780;5;3
22070;4780;7;3
22075;3526;1;3
22082;3112;1;3
22083;4788;5;3
22086;4790;5;2
22087;4790;7;3
22091;2450;1;1
22092;2600;1;3
22096;2010;1;3
22101;2592;1;3
22102;2948;1;1
22106;1644;1;3
22107;4802;5;1
22108;3215;1;3
22109;956;1;2
22110;4804;4;1
22111;3004;1;3
22113;3224;1;3
22116;3093;1;2
22120;4810;5;1
22121;4810;7;1
22124;4812;4;1
22128;4128;1;2
22130;1775;1;3
22131;4816;4;1
22136;2351;1;3
22137;4820;4;1
22138;4820;7;3
22142;3692;1;1
22146;4825;7;3
22148;4826;4;1
22150;3122;1;3
22152;3516;1;1
22153;1186;1;3
22157;3802;1;3
22159;3831;1;1
22161;4834;5;1
22164;1126;1;1
22166;3203;1;2
22168;4838;4;1
22177;1113;1;2
22180;4845;7;3
22182;4846;5;3
22183;2517;1;3
22184;2689;1;2
22186;445;1;1
22190;824;1;2
22191;835;1;3
22192;4852;4;2
22193;1237;1;2
22200;2902;1;1
22207;1362;1;1
22208;2223;1;1
22209;4862;5;3
22210;2535;1;2
22216;4866;5;1
22217;1361;1;1
22218;3454;1;3
22219;4868;5;2
22222;4870;5;3
22223;4870;7;1
22227;998;1;1
22231;4875;7;2
22232;3166;1;3
22234;1682;1;2
22237;1773;1;3
22244;490;1;2
22245;2876;1;1
22249;1308;1;3
22254;2434;1;1
22257;4890;7;1
22258;2930;1;1
22261;900;1;2
